"","KIT.ID.Number","Borough","Zipcode","Date.Collected","Received.Date","First.Draw.at.the.tap.Lead.level..mg.l.","First.Draw.at.the.tap.copper.level..mg.l.","source"
"937",16129645,"BROOKLYN",11215,"07/05/2016","07/07/2016",0.002,0.156,"free residential"
"938",16129513,"STATEN ISLAND",10312,"07/05/2016","07/05/2016",0.001,0.078,"free residential"
"939",16129618,"ASTORIA",11103,"07/05/2016","07/06/2016",0.007,0.196,"free residential"
"940",16129784,"STATEN ISLAND",10309,"07/05/2016","07/06/2016",0.018,0.046,"free residential"
"941",16129289,"FLORAL PARK",11001,"07/06/2016","07/07/2016",0.002,0.152,"free residential"
"942",16129596,"BROOKLYN",11230,"07/06/2016","07/08/2016",0.007,0.11,"free residential"
"943",16129767,"BROOKLYN",11236,"07/06/2016","07/11/2016",0.005,0.16,"free residential"
"944",16129299,"FLUSHING",11358,"07/06/2016","07/06/2016",0.008,0.088,"free residential"
"945",16129788,"BRONX",10463,"07/06/2016","07/08/2016",0.003,0.109,"free residential"
"946",16129508,"ASTORIA",11106,"07/06/2016","07/07/2016",0.007,0.111,"free residential"
"947",16129353,"STATEN ISLAND",10312,"07/06/2016","07/08/2016",0.01,0.113,"free residential"
"948",16129558,"STATEN ISLAND",10312,"07/06/2016","07/08/2016",0.003,0.064,"free residential"
"949",16129686,"WHITESTONE",11357,"07/07/2016","07/12/2016",0.004,0.113,"free residential"
"950",16129342,"BROOKLYN",11210,"07/07/2016","07/14/2016",0.006,0.108,"free residential"
"951",16129637,"FLUSHING",11358,"07/07/2016","07/21/2016",0.007,0.093,"free residential"
"952",16129615,"OZONE PARK",11417,"07/07/2016","07/11/2016",0,0.029,"free residential"
"953",16129339,"EAST ELMHURST",11369,"07/07/2016","07/18/2016",0.031,0.116,"free residential"
"954",16129769,"BROOKLYN",11234,"07/07/2016","07/11/2016",0,0.173,"free residential"
"955",16129722,"BROOKLYN",11212,"07/08/2016","07/13/2016",0,0.138,"free residential"
"956",16129709,"BROOKLYN",11230,"07/08/2016","07/11/2016",0.006,0.044,"free residential"
"957",16129357,"STATEN ISLAND",10306,"07/08/2016","07/15/2016",0,0.095,"free residential"
"958",16129505,"BROOKLYN",11221,"07/08/2016","07/11/2016",0.004,0.145,"free residential"
"959",16129301,"BAYSIDE",11361,"07/08/2016","07/15/2016",0.002,0.165,"free residential"
"960",16129403,"RIDGEWOOD",11385,"07/09/2016","07/12/2016",0.007,0.123,"free residential"
"961",16129421,"STATEN ISLAND",10308,"07/10/2016","07/14/2016",0,0.114,"free residential"
"962",16129777,"STATEN ISLAND",10312,"07/11/2016","07/14/2016",0,0.084,"free residential"
"963",16129675,"CORONA",11368,"07/11/2016","07/19/2016",0.005,0.099,"free residential"
"964",16129515,"STATEN ISLAND",10306,"07/11/2016","07/15/2016",0,0.118,"free residential"
"965",16129644,"BROOKLYN",11213,"07/11/2016","07/11/2016",0.005,0.135,"free residential"
"966",16129799,"BROOKLYN",11225,"07/11/2016","07/18/2016",0.009,0.158,"free residential"
"967",16129619,"QUEENS VILLAGE",11427,"07/11/2016","07/12/2016",0.008,0.15,"free residential"
"968",16129592,"BROOKLYN",11212,"07/12/2016","07/14/2016",0,0.087,"free residential"
"969",16129256,"KEW GARDENS",11415,"07/12/2016","07/15/2016",0.052,0.165,"free residential"
"970",16129476,"FAR ROCKAWAY",11693,"07/13/2016","07/13/2016",0,0.227,"free residential"
"971",16129364,"STATEN ISLAND",10308,"07/13/2016","07/15/2016",0.001,0.084,"free residential"
"972",16129493,"BROOKLYN",11226,"07/14/2016","07/18/2016",0.006,0.124,"free residential"
"973",16129744,"BROOKLYN",11224,"07/14/2016","07/18/2016",0,0.06,"free residential"
"974",16129397,"BRONX",10465,"07/15/2016","07/22/2016",0.003,0.181,"free residential"
"975",16129719,"STATEN ISLAND",10309,"07/15/2016","07/18/2016",0.001,0.089,"free residential"
"976",16129446,"FLUSHING",11358,"07/17/2016","07/19/2016",0.005,0.133,"free residential"
"977",16129384,"STATEN ISLAND",10309,"07/18/2016","07/21/2016",0.008,0.151,"free residential"
"978",16129525,"BROOKLYN",11212,"07/21/2016","07/25/2016",0,0.044,"free residential"
"979",16129738,"STATEN ISLAND",10306,"07/21/2016","07/25/2016",0,0.121,"free residential"
"980",16129396,"FLUSHING",11358,"07/22/2016","07/25/2016",0.019,0.085,"free residential"
"981",16129390,"STATEN ISLAND",10305,"07/22/2016","07/27/2016",0,0.143,"free residential"
"982",16129791,"STATEN ISLAND",10304,"07/23/2016","07/27/2016",0.006,0.139,"free residential"
"983",16129617,"BROOKLYN",11215,"07/24/2016","08/02/2016",0,0.135,"free residential"
"984",16129823,"BROOKLYN",11224,"07/24/2016","07/27/2016",0,0.017,"free residential"
"985",16129706,"RIDGEWOOD",11385,"07/26/2016","08/02/2016",0.002,0.096,"free residential"
"986",16129666,"BROOKLYN",11229,"07/26/2016","07/28/2016",0.006,0.167,"free residential"
"987",16129653,"BRONX",10461,"07/26/2016","08/03/2016",0.007,0.123,"free residential"
"988",16129715,"BROOKLYN",11217,"07/26/2016","07/28/2016",0.003,0.158,"free residential"
"989",16129773,"STATEN ISLAND",10314,"07/28/2016","08/03/2016",0,0.162,"free residential"
"990",16129625,"JAMAICA",11434,"07/29/2016","08/04/2016",0,0.185,"free residential"
"991",16129474,"BROOKLYN",11213,"07/29/2016","08/03/2016",0.001,0.085,"free residential"
"992",16129755,"STATEN ISLAND",10309,"07/29/2016","08/02/2016",0,0.097,"free residential"
"993",16233485,"STATEN ISLAND",10314,"08/01/2016","08/05/2016",0.001,0.13,"free residential"
"994",16129560,"STATEN ISLAND",10312,"08/01/2016","08/05/2016",0.002,0.075,"free residential"
"995",16129303,"FLUSHING",11355,"08/02/2016","08/03/2016",0.002,0.039,"free residential"
"996",16129643,"BROOKLYN",11229,"08/02/2016","08/09/2016",0.027,0.332,"free residential"
"997",16129280,"SOUTH RICHMOND HILL",11419,"08/04/2016","08/12/2016",0.003,0.118,"free residential"
"998",16129656,"BROOKLYN",11216,"08/04/2016","08/08/2016",0.004,0.056,"free residential"
"999",16129698,"MIDDLE VILLAGE",11379,"08/04/2016","08/05/2016",0.017,0.135,"free residential"
"1000",16129798,"BROOKLYN",11216,"08/05/2016","08/10/2016",0.007,0.331,"free residential"
"1001",16129716,"SOUTH OZONE PARK",11420,"08/05/2016","08/10/2016",0.002,0.106,"free residential"
"1002",16129484,"SPRINGFIELD GARDENS",11413,"08/06/2016","08/16/2016",0.005,0.09,"free residential"
"1003",16129470,"JACKSON HEIGHTS",11372,"08/06/2016","08/09/2016",0.011,0.082,"free residential"
"1004",16129571,"STATEN ISLAND",10306,"08/08/2016","08/11/2016",0.001,0.178,"free residential"
"1005",16129578,"STATEN ISLAND",10305,"08/10/2016","08/10/2016",0,0.145,"free residential"
"1006",16129761,"STATEN ISLAND",10314,"08/11/2016","08/17/2016",0.075,0.123,"free residential"
"1007",16129415,"STATEN ISLAND",10312,"08/11/2016","08/15/2016",0,0.052,"free residential"
"1008",16129580,"STATEN ISLAND",10308,"08/13/2016","08/16/2016",0.001,0.112,"free residential"
"1009",16129487,"BROOKLYN",11209,"08/13/2016","08/15/2016",0.011,0.115,"free residential"
"1010",16129743,"BROOKLYN",11224,"08/14/2016","08/23/2016",0,0.003,"free residential"
"1011",16129741,"STATEN ISLAND",10308,"08/15/2016","08/19/2016",0.002,0.071,"free residential"
"1012",16129657,"BROOKLYN",11217,"08/15/2016","08/16/2016",0.004,0.191,"free residential"
"1013",16129387,"STATEN ISLAND",10306,"08/18/2016","08/22/2016",0.009,0.11,"free residential"
"1014",16129482,"FLUSHING",11358,"08/21/2016","08/26/2016",0.003,0.187,"free residential"
"1015",16129506,"BROOKLYN",11214,"08/23/2016","08/29/2016",0.012,0.137,"free residential"
"1016",16129554,"STATEN ISLAND",10306,"08/23/2016","08/26/2016",0.001,0.115,"free residential"
"1017",16129494,"BROOKLYN",11204,"08/23/2016","08/30/2016",0.009,0.145,"free residential"
"1018",16129311,"BAYSIDE",11361,"08/25/2016","08/29/2016",0.005,0.142,"free residential"
"1019",16129557,"STATEN ISLAND",10309,"08/26/2016","08/29/2016",0,0.096,"free residential"
"1020",16129466,"NEW YORK",10128,"08/27/2016","09/02/2016",0.019,0.12,"free residential"
"1021",16129712,"BROOKLYN",11210,"08/30/2016","09/02/2016",0.003,0.062,"free residential"
"1022",16129541,"STATEN ISLAND",10309,"09/01/2016","09/06/2016",0.001,0.109,"free residential"
"1023",16129701,"JAMAICA",11434,"09/01/2016","09/12/2016",0,0.14,"free residential"
"1024",16129405,"STATEN ISLAND",10309,"09/06/2016","09/12/2016",0,0.11,"free residential"
"1025",16129479,"SPRINGFIELD GARDENS",11413,"09/09/2016","09/12/2016",0,0.133,"free residential"
"1026",16129594,"BROOKLYN",11224,"09/10/2016","09/20/2016",0,0.091,"free residential"
"1027",16129691,"BROOKLYN",11218,"09/13/2016","09/20/2016",0.006,0.124,"free residential"
"1028",16129590,"STATEN ISLAND",10310,"09/14/2016","09/20/2016",0.017,0.097,"free residential"
"1029",16129639,"STATEN ISLAND",10310,"09/19/2016","09/21/2016",0.003,0.051,"free residential"
"1030",16129642,"BRONX",10460,"09/20/2016","09/27/2016",0.005,0.052,"free residential"
"1031",16129685,"BROOKLYN",11230,"09/20/2016","09/23/2016",0.007,0.069,"free residential"
"1032",16129501,"FOREST HILLS",11375,"09/23/2016","09/27/2016",0.003,0.144,"free residential"
"1033",16129652,"BROOKLYN",11203,"09/24/2016","09/28/2016",0.003,0.176,"free residential"
"1034",16129444,"RIDGEWOOD",11385,"09/27/2016","10/04/2016",0.005,0.079,"free residential"
"1035",16129428,"SAINT ALBANS",11412,"09/28/2016","10/03/2016",0.004,0.134,"free residential"
"1036",16129747,"STATEN ISLAND",10308,"09/28/2016","09/30/2016",0,0.125,"free residential"
"1037",16129620,"BRONX",10461,"09/28/2016","10/04/2016",0.002,0.017,"free residential"
"1038",16129633,"BAYSIDE",11361,"09/29/2016","09/30/2016",0.001,0.162,"free residential"
"1039",16129674,"REGO PARK",11374,"09/30/2016","10/04/2016",0.004,0.024,"free residential"
"1040",17142058,"STATEN ISLAND",10309,"06/06/2017","06/09/2017",0.011,0.105,"free residential"
"1041",17141879,"STATEN ISLAND",10314,"06/06/2017","06/09/2017",0,0.123,"free residential"
"1042",17142068,"STATEN ISLAND",10314,"06/06/2017","06/09/2017",0,0.017,"free residential"
"1043",17142165,"BROOKLYN",11228,"06/06/2017","06/09/2017",0.002,0.057,"free residential"
"1044",17142040,"STATEN ISLAND",10306,"06/06/2017","06/09/2017",0.017,0.106,"free residential"
"1045",17142152,"ELMHURST",11373,"06/06/2017","06/12/2017",0.082,0.132,"free residential"
"1046",17142206,"BROOKLYN",11217,"06/06/2017","06/12/2017",0.003,0.218,"free residential"
"1047",17141873,"STATEN ISLAND",10308,"06/07/2017","06/12/2017",0,0.102,"free residential"
"1048",17141797,"SOUTH RICHMOND HILL",11419,"06/07/2017","06/09/2017",0,0.148,"free residential"
"1049",17142273,"STATEN ISLAND",10314,"06/07/2017","06/09/2017",0,0.124,"free residential"
"1050",17141850,"FAR ROCKAWAY",11691,"06/07/2017","06/09/2017",0.001,0.289,"free residential"
"1051",17141822,"RIDGEWOOD",11385,"06/07/2017","06/09/2017",0.005,0.057,"free residential"
"1052",17141773,"SAINT ALBANS",11412,"06/07/2017","06/12/2017",0,0.032,"free residential"
"1053",17142060,"BROOKLYN",11224,"06/07/2017","06/09/2017",0,0.141,"free residential"
"1054",17142066,"STATEN ISLAND",10309,"06/07/2017","06/09/2017",0.001,0.122,"free residential"
"1055",17142226,"FAR ROCKAWAY",11691,"06/07/2017","06/12/2017",0,0.112,"free residential"
"1056",17142315,"RIDGEWOOD",11385,"06/07/2017","06/13/2017",0.003,0.046,"free residential"
"1057",17142118,"JAMAICA",11432,"06/07/2017","06/09/2017",0.002,0.107,"free residential"
"1058",17141813,"FLUSHING",11358,"06/07/2017","06/12/2017",0.011,0.173,"free residential"
"1059",17141856,"STATEN ISLAND",10308,"06/07/2017","06/12/2017",0,0.109,"free residential"
"1060",17142030,"STATEN ISLAND",10308,"06/07/2017","06/09/2017",0,0.107,"free residential"
"1061",17142164,"RIDGEWOOD",11385,"06/07/2017","06/12/2017",0.006,0.154,"free residential"
"1062",17142174,"SOUTH OZONE PARK",11420,"06/07/2017","06/09/2017",0.01,0.062,"free residential"
"1063",17142247,"STATEN ISLAND",10309,"06/07/2017","06/09/2017",0.003,0.074,"free residential"
"1064",17142323,"BROOKLYN",11234,"06/07/2017","06/12/2017",0.008,0.133,"free residential"
"1065",17141963,"FOREST HILLS",11375,"06/07/2017","06/09/2017",0.005,0.123,"free residential"
"1066",17141934,"BAYSIDE",11361,"06/07/2017","06/08/2017",0.004,0.109,"free residential"
"1067",17141878,"STATEN ISLAND",10303,"06/07/2017","06/09/2017",0,0.114,"free residential"
"1068",17141979,"FAR ROCKAWAY",11693,"06/07/2017","06/09/2017",0,0.056,"free residential"
"1069",17141775,"BRONX",10457,"06/07/2017","06/09/2017",0,0.038,"free residential"
"1070",17142046,"STATEN ISLAND",10312,"06/07/2017","06/13/2017",0.002,0.181,"free residential"
"1071",17142225,"BAYSIDE",11361,"06/07/2017","06/08/2017",0.011,0.066,"free residential"
"1072",17142208,"BROOKLYN",11204,"06/07/2017","06/12/2017",0,0.205,"free residential"
"1073",17142123,"BROOKLYN",11231,"06/07/2017","06/09/2017",0.002,0.091,"free residential"
"1074",17141889,"STATEN ISLAND",10306,"06/07/2017","06/09/2017",0.002,0.105,"free residential"
"1075",17141920,"STATEN ISLAND",10306,"06/07/2017","06/09/2017",0,0.13,"free residential"
"1076",17141953,"STATEN ISLAND",10308,"06/07/2017","06/09/2017",0,0.097,"free residential"
"1077",17142172,"WOODSIDE",11377,"06/07/2017","06/13/2017",0.003,0.05,"free residential"
"1078",17141776,"BROOKLYN",11212,"06/07/2017","06/19/2017",0,0.074,"free residential"
"1079",17142257,"BROOKLYN",11224,"06/07/2017","06/09/2017",0,0.13,"free residential"
"1080",17142310,"STATEN ISLAND",10306,"06/07/2017","06/09/2017",0,0.124,"free residential"
"1081",17141818,"ELMHURST",11373,"06/07/2017","06/09/2017",0.004,0.156,"free residential"
"1082",17141885,"STATEN ISLAND",10309,"06/07/2017","06/09/2017",0,0.036,"free residential"
"1083",17141903,"STATEN ISLAND",10314,"06/07/2017","06/09/2017",0,0.038,"free residential"
"1084",17142259,"STATEN ISLAND",10306,"06/07/2017","06/09/2017",0.001,0.078,"free residential"
"1085",17141835,"LITTLE NECK",11363,"06/07/2017","06/12/2017",0.009,0.051,"free residential"
"1086",17142266,"STATEN ISLAND",10309,"06/07/2017","06/09/2017",0,0.077,"free residential"
"1087",17142337,"BRONX",10463,"06/07/2017","06/09/2017",0.005,0.148,"free residential"
"1088",17141829,"JAMAICA",11432,"06/07/2017","06/14/2017",0.003,0.097,"free residential"
"1089",17141855,"WHITESTONE",11357,"06/07/2017","06/09/2017",0.006,0.153,"free residential"
"1090",17141941,"BROOKLYN",11215,"06/07/2017","06/09/2017",0.005,0.165,"free residential"
"1091",17142237,"STATEN ISLAND",10307,"06/07/2017","06/09/2017",0,0.037,"free residential"
"1092",17141899,"STATEN ISLAND",10304,"06/07/2017","06/13/2017",0.037,0.134,"free residential"
"1093",17142042,"STATEN ISLAND",10309,"06/07/2017","06/12/2017",0,0.115,"free residential"
"1094",17141870,"STATEN ISLAND",10306,"06/07/2017","06/09/2017",0.001,0.123,"free residential"
"1095",17142063,"STATEN ISLAND",10309,"06/07/2017","06/09/2017",0,0.152,"free residential"
"1096",17142159,"BAYSIDE",11361,"06/07/2017","06/09/2017",0.002,0.115,"free residential"
"1097",17141886,"STATEN ISLAND",10308,"06/07/2017","06/09/2017",0,0.133,"free residential"
"1098",17141987,"MIDDLE VILLAGE",11379,"06/07/2017","06/13/2017",0.007,0.143,"free residential"
"1099",17142101,"BELLEROSE",11426,"06/07/2017","06/09/2017",0.003,0.246,"free residential"
"1100",17141844,"BROOKLYN",11224,"06/07/2017","06/09/2017",0.001,0.161,"free residential"
"1101",17142048,"STATEN ISLAND",10303,"06/07/2017","06/12/2017",0,0.147,"free residential"
"1102",17141770,"BROOKLYN",11230,"06/07/2017","06/09/2017",0.005,0.211,"free residential"
"1103",17142137,"BROOKLYN",11229,"06/07/2017","06/09/2017",0.004,0.197,"free residential"
"1104",17141912,"STATEN ISLAND",10309,"06/07/2017","06/12/2017",0,0.111,"free residential"
"1105",17141792,"BRONX",10457,"06/08/2017","06/14/2017",0.004,0.106,"free residential"
"1106",17142038,"STATEN ISLAND",10312,"06/08/2017","06/13/2017",0.004,0.175,"free residential"
"1107",17142128,"MIDDLE VILLAGE",11379,"06/08/2017","06/13/2017",0.001,0.114,"free residential"
"1108",17142338,"BROOKLYN",11232,"06/08/2017","06/13/2017",0.005,0.12,"free residential"
"1109",17141852,"FLUSHING",11354,"06/08/2017","06/13/2017",0.003,0.065,"free residential"
"1110",17141896,"STATEN ISLAND",10314,"06/08/2017","06/09/2017",0.002,0.143,"free residential"
"1111",17141774,"JAMAICA",11434,"06/08/2017","06/08/2017",0,0.097,"free residential"
"1112",17141782,"HOWARD BEACH",11414,"06/08/2017","06/09/2017",0,0.102,"free residential"
"1113",17141812,"BRONX",10464,"06/08/2017","06/12/2017",0.005,0.116,"free residential"
"1114",17141861,"STATEN ISLAND",10306,"06/08/2017","06/14/2017",0.001,0.082,"free residential"
"1115",17142107,"BROOKLYN",11203,"06/08/2017","06/13/2017",0.003,0.116,"free residential"
"1116",17142221,"STATEN ISLAND",10314,"06/08/2017","06/09/2017",0,0.087,"free residential"
"1117",17142330,"STATEN ISLAND",10309,"06/08/2017","06/13/2017",0.001,0.242,"free residential"
"1118",17142334,"BROOKLYN",11209,"06/08/2017","06/09/2017",0,0.058,"free residential"
"1119",17141923,"HOWARD BEACH",11414,"06/08/2017","06/09/2017",0,0.169,"free residential"
"1120",17142014,"STATEN ISLAND",10306,"06/08/2017","06/09/2017",0,0.119,"free residential"
"1121",17142144,"BROOKLYN",11223,"06/08/2017","06/09/2017",0.002,0.122,"free residential"
"1122",17141758,"BROOKLYN",11215,"06/08/2017","06/09/2017",0.006,0.137,"free residential"
"1123",17141762,"NEW YORK",10010,"06/08/2017","06/14/2017",0,0.159,"free residential"
"1124",17141767,"BRONX",10457,"06/08/2017","06/09/2017",0,0.157,"free residential"
"1125",17141862,"STATEN ISLAND",10306,"06/08/2017","06/09/2017",0,0.157,"free residential"
"1126",17141876,"STATEN ISLAND",10306,"06/08/2017","06/09/2017",0.001,0.131,"free residential"
"1127",17141857,"STATEN ISLAND",10306,"06/08/2017","06/13/2017",0,0.106,"free residential"
"1128",17141911,"STATEN ISLAND",10305,"06/08/2017","06/13/2017",0.002,0.157,"free residential"
"1129",17141865,"STATEN ISLAND",10314,"06/08/2017","06/09/2017",0,0.023,"free residential"
"1130",17141969,"NEW YORK",10128,"06/08/2017","06/12/2017",0.005,0.117,"free residential"
"1131",17142134,"BROOKLYN",11217,"06/08/2017","06/19/2017",0.009,0.155,"free residential"
"1132",17141778,"SAINT ALBANS",11412,"06/08/2017","06/13/2017",0.002,0.189,"free residential"
"1133",17141892,"STATEN ISLAND",10314,"06/08/2017","06/09/2017",0,0.024,"free residential"
"1134",17141990,"STATEN ISLAND",10306,"06/08/2017","06/09/2017",0,0.116,"free residential"
"1135",17142023,"STATEN ISLAND",10306,"06/08/2017","06/09/2017",0.002,0.143,"free residential"
"1136",17142284,"STATEN ISLAND",10312,"06/08/2017","06/12/2017",0.003,0.066,"free residential"
"1137",17142308,"BROOKLYN",11218,"06/08/2017","06/13/2017",0.017,0.106,"free residential"
"1138",17142339,"FOREST HILLS",11375,"06/08/2017","06/09/2017",0.01,0.157,"free residential"
"1139",17141791,"LITTLE NECK",11363,"06/08/2017","06/09/2017",0.004,18.17,"free residential"
"1140",17141949,"RIDGEWOOD",11385,"06/08/2017","06/19/2017",0.004,0.032,"free residential"
"1141",17141806,"BROOKLYN",11228,"06/08/2017","06/09/2017",0.014,0.142,"free residential"
"1142",17142142,"BROOKLYN",11215,"06/08/2017","06/15/2017",0.002,0.149,"free residential"
"1143",17142070,"STATEN ISLAND",10312,"06/08/2017","06/12/2017",0.003,0.137,"free residential"
"1144",17142081,"STATEN ISLAND",10312,"06/08/2017","06/19/2017",0,0.079,"free residential"
"1145",17142044,"STATEN ISLAND",10312,"06/08/2017","06/13/2017",0,0.084,"free residential"
"1146",17142267,"STATEN ISLAND",10312,"06/08/2017","06/12/2017",0.002,0.09,"free residential"
"1147",17141888,"STATEN ISLAND",10314,"06/08/2017","06/12/2017",0,0.141,"free residential"
